player_id,player_url,fifa_version,fifa_update,update_as_of,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_id,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk
208418,/player/208418/yannick-carrasco/230002,23.0,2.0,2022-09-26,Y. Carrasco,Yannick Ferreira Carrasco,LM,85,85,54500000.0,90000.0,28,1993-09-04,181,73,240.0,Atlético Madrid,53.0,La Liga,1.0,LM,21.0,,2020-09-08,2024.0,7,Belgium,1325.0,LM,11.0,Right,4,4,3,High/High,Lean (170-185),Yes,111700000.0,#Acrobat,"Flair, Long Shot Taker (AI), Speed Dribbler (AI), Outside Foot Shot, Technical Dribbler (AI)",89.0,82.0,80.0,87.0,53.0,67.0,81,81,53,80,74,90,87,80,74,86,89,89,87,81,71,85,71,79,61,82,65,47,82,80,81,84.0,44,64,60,9,11,9,10,10,,79+3,79+3,79+3,84,83,83,83,84,83+2,83+2,83+2,83+2,79+3,79+3,79+3,83+2,72+3,68+3,68+3,68+3,72+3,69+3,61+3,61+3,61+3,69+3,18+3
208574,/player/208574/filip-kostic/230002,23.0,2.0,2022-09-26,F. Kostić,Filip Kostić,"LM, LWB",85,85,53000000.0,165000.0,29,1992-11-01,184,84,45.0,Juventus,31.0,Serie A,1.0,LW,17.0,,2022-08-12,2026.0,51,Serbia,,,,Left,2,3,3,High/High,Normal (170-185),Yes,90100000.0,"#Engine, #Crosser","Power Free-Kick, Speed Dribbler (AI)",84.0,78.0,82.0,82.0,68.0,80.0,92,76,59,80,75,84,83,80,77,82,87,82,76,82,79,86,67,90,77,78,80,63,79,81,66,82.0,69,72,68,13,14,12,12,13,,78+3,78+3,78+3,82,81,81,81,82,81+3,81+3,81+3,83+2,80+3,80+3,80+3,83+2,79+3,76+3,76+3,76+3,79+3,76+3,71+3,71+3,71+3,76+3,21+3
208830,/player/208830/jamie-vardy/230002,23.0,2.0,2022-09-26,J. Vardy,Jamie Vardy,ST,85,85,23000000.0,110000.0,35,1987-01-11,179,74,95.0,Leicester City,13.0,Championship,1.0,ST,9.0,,2012-05-01,2024.0,14,England,,,,Right,4,3,3,High/Medium,Unique,Yes,43700000.0,,"Dives Into Tackles (AI), Team Player, Chip Shot (AI)",84.0,84.0,70.0,79.0,52.0,72.0,69,90,78,74,85,76,69,61,60,83,85,84,74,88,75,87,80,73,65,65,86,49,90,74,85,86.0,45,52,54,15,14,7,15,11,,83+2,83+2,83+2,80,82,82,82,80,79+3,79+3,79+3,79+3,73+3,73+3,73+3,79+3,67+3,65+3,65+3,65+3,67+3,66+3,63+3,63+3,63+3,66+3,22+3
216594,/player/216594/nabil-fekir/230002,23.0,2.0,2022-09-26,N. Fekir,Nabil Fekir,CAM,85,85,54500000.0,48000.0,28,1993-07-18,173,75,449.0,Real Betis,53.0,La Liga,1.0,CAM,8.0,,2019-07-23,2026.0,18,France,,,,Left,4,4,3,High/Medium,Stocky (170-185),Yes,114500000.0,#Dribbler,"Power Free-Kick, Finesse Shot, Flair, Outside Foot Shot, Chip Shot (AI), Technical Dribbler (AI)",83.0,82.0,82.0,87.0,38.0,80.0,81,83,49,83,77,89,83,79,77,86,88,79,85,81,91,84,64,80,81,83,79,34,82,87,74,89.0,34,42,30,15,9,8,14,15,,80+3,80+3,80+3,84,84,84,84,84,84+1,84+1,84+1,84+1,79+3,79+3,79+3,84+1,64+3,63+3,63+3,63+3,64+3,60+3,53+3,53+3,53+3,60+3,20+3
224334,/player/224334/marcos-acuna/230002,23.0,2.0,2022-09-26,M. Acuña,Marcos Javier Acuña,LB,85,85,46500000.0,46000.0,30,1991-10-28,172,69,481.0,Sevilla,53.0,La Liga,1.0,LB,19.0,,2020-09-14,2024.0,52,Argentina,1369.0,LB,8.0,Left,3,3,2,High/High,Stocky (170-185),No,97700000.0,"#Dribbler, #Engine, #Crosser","Flair, Long Passer (AI), Outside Foot Shot",76.0,74.0,83.0,87.0,80.0,83.0,87,66,60,84,68,87,88,75,78,88,77,76,83,84,90,82,63,91,80,81,84,80,81,82,76,87.0,81,85,84,8,14,13,13,14,,77+2,77+2,77+2,82,81,81,81,82,82+2,82+2,82+2,83+2,83+2,83+2,83+2,83+2,84+1,83+2,83+2,83+2,84+1,83+2,80+2,80+2,80+2,83+2,20+2
235790,/player/235790/kai-havertz/230002,23.0,2.0,2022-09-26,K. Havertz,Kai Lukas Havertz,"CAM, CF, ST",84,91,84500000.0,130000.0,23,1999-06-11,189,82,5.0,Chelsea,13.0,Premier League,1.0,LW,29.0,,2020-09-04,2025.0,21,Germany,1337.0,SUB,7.0,Left,4,4,3,Medium/Medium,Unique,Yes,173200000.0,,"Finesse Shot, Playmaker (AI), Outside Foot Shot, Chip Shot (AI), Technical Dribbler (AI)",81.0,79.0,79.0,84.0,45.0,66.0,74,81,80,84,80,85,84,53,79,85,76,85,77,84,75,74,75,77,69,78,42,38,82,82,73,84.0,39,46,38,6,8,11,10,12,,81+3,81+3,81+3,82,82,82,82,82,83+3,83+3,83+3,82+3,78+3,78+3,78+3,82+3,65+3,63+3,63+3,63+3,65+3,62+3,56+3,56+3,56+3,62+3,17+3
246430,/player/246430/dusan-vlahovic/230002,23.0,2.0,2022-09-26,D. Vlahović,Dušan Vlahović,ST,84,91,86500000.0,140000.0,22,2000-01-28,190,75,45.0,Juventus,31.0,Serie A,1.0,ST,9.0,,2022-01-28,2026.0,51,Serbia,,,,Left,3,3,2,Medium/Medium,Normal (185+),Yes,164400000.0,"#Poacher, #Clinical Finisher","Finesse Shot, Chip Shot (AI)",80.0,85.0,66.0,78.0,28.0,79.0,57,88,77,73,78,80,69,59,59,85,77,82,61,85,52,84,68,79,88,82,60,24,88,68,73,80.0,19,26,24,5,15,6,11,10,,84+2,84+2,84+2,79,82,82,82,79,78+2,78+2,78+2,77+2,71+2,71+2,71+2,77+2,56+2,54+2,54+2,54+2,56+2,53+2,48+2,48+2,48+2,53+2,18+2
252371,/player/252371/jude-bellingham/230002,23.0,2.0,2022-09-26,J. Bellingham,Jude Victor William Bellingham,"CM, LM",84,91,81500000.0,41000.0,19,2003-06-29,186,75,22.0,Borussia Dortmund,19.0,Bundesliga,1.0,LDM,22.0,,2020-07-23,2025.0,14,England,1318.0,SUB,26.0,Right,4,4,2,High/High,Lean (185+),Yes,154900000.0,#Engine,"Dives Into Tackles (AI), Leadership, Technical Dribbler (AI)",75.0,75.0,78.0,84.0,77.0,80.0,66,77,67,84,71,85,68,49,82,84,78,73,81,84,79,78,76,89,74,74,85,80,77,84,56,79.0,79,78,76,14,11,10,5,8,,78+2,78+2,78+2,80,81,81,81,80,82+2,82+2,82+2,80+2,83+2,83+2,83+2,80+2,79+2,82+2,82+2,82+2,79+2,78+2,78+2,78+2,78+2,78+2,18+2
232756,/player/232756/fikayo-tomori/230002,23.0,2.0,2022-09-26,F. Tomori,Fikayo Tomori,CB,84,90,60500000.0,75000.0,24,1997-12-19,185,79,47.0,Milan,31.0,Serie A,1.0,LCB,23.0,,2021-07-01,2027.0,14,England,,,,Right,4,2,2,Medium/High,Normal (185+),Yes,115000000.0,,,86.0,40.0,60.0,66.0,86.0,81.0,56,33,83,73,32,61,38,40,65,66,80,90,74,84,71,56,83,73,84,45,83,85,37,48,27,81.0,86,89,82,10,13,10,11,7,,60+2,60+2,60+2,61,60,60,60,61,61+2,61+2,61+2,63+2,65+2,65+2,65+2,63+2,77+2,77+2,77+2,77+2,77+2,79+2,84+2,84+2,84+2,79+2,18+2
235805,/player/235805/federico-chiesa/230002,23.0,2.0,2022-09-26,F. Chiesa,Federico Chiesa,LW,84,90,66500000.0,140000.0,24,1997-10-25,175,70,45.0,Juventus,31.0,Serie A,1.0,SUB,7.0,,2022-05-03,2025.0,27,Italy,1343.0,RW,14.0,Right,4,4,3,High/Medium,Normal (170-185),Yes,126400000.0,"#Speedster, #Dribbler, #Acrobat","Long Shot Taker (AI), Speed Dribbler (AI), Outside Foot Shot",91.0,81.0,76.0,86.0,48.0,73.0,75,80,50,78,80,89,78,62,72,82,91,91,88,86,81,86,53,85,70,84,69,30,84,77,62,81.0,65,44,44,6,7,8,9,7,,80+3,80+3,80+3,84,83,83,83,84,82+3,82+3,82+3,83+3,76+3,76+3,76+3,83+3,68+3,64+3,64+3,64+3,68+3,64+3,57+3,57+3,57+3,64+3,16+3
237383,/player/237383/alessandro-bastoni/230002,23.0,2.0,2022-09-26,A. Bastoni,Alessandro Bastoni,CB,84,90,60500000.0,75000.0,23,1999-04-13,190,75,44.0,Inter,31.0,Serie A,1.0,LCB,95.0,,2017-08-31,2024.0,27,Italy,1343.0,LCB,23.0,Left,3,2,1,Medium/High,Lean (185+),Yes,111900000.0,,Team Player,73.0,35.0,69.0,71.0,86.0,82.0,70,26,82,78,35,70,53,36,78,76,68,77,58,86,57,49,75,81,82,37,84,85,39,57,47,82.0,87,87,82,11,5,9,11,12,,59+2,59+2,59+2,63,61,61,61,63,64+2,64+2,64+2,68+2,71+2,71+2,71+2,68+2,80+2,81+2,81+2,81+2,80+2,81+2,84+2,84+2,84+2,81+2,18+2
239053,/player/239053/federico-valverde/230002,23.0,2.0,2022-09-26,F. Valverde,Federico Santiago Valverde Dipetta,"CM, RW",84,90,66000000.0,175000.0,23,1998-07-22,182,78,243.0,Real Madrid,53.0,La Liga,1.0,SUB,15.0,,2016-07-22,2027.0,60,Uruguay,,,,Right,4,3,1,High/High,Unique,Yes,148500000.0,#Engine,"Injury Prone, Long Shot Taker (AI)",87.0,74.0,80.0,79.0,78.0,80.0,70,69,59,86,70,78,70,66,85,83,82,91,76,84,68,83,62,86,79,81,81,81,78,81,59,82.0,79,81,79,6,10,6,15,8,,77+2,77+2,77+2,80,80,80,80,80,81+2,81+2,81+2,81+2,83+2,83+2,83+2,81+2,81+2,82+2,82+2,82+2,81+2,81+2,78+2,78+2,78+2,81+2,18+2
241096,/player/241096/sandro-tonali/230002,23.0,2.0,2022-09-26,S. Tonali,Sandro Tonali,"CDM, CM",84,90,62500000.0,75000.0,22,2000-05-08,181,79,47.0,Milan,31.0,Serie A,1.0,LCM,8.0,,2021-07-08,2027.0,27,Italy,,,,Right,4,3,1,Medium/High,Unique,Yes,118800000.0,,"Long Passer (AI), Team Player",81.0,73.0,81.0,79.0,79.0,82.0,78,69,70,84,68,75,75,81,81,83,78,83,81,82,83,79,65,85,81,81,84,81,75,78,64,84.0,81,81,75,13,9,8,7,7,,76+2,76+2,76+2,78,78,78,78,78,79+2,79+2,79+2,79+2,81+2,81+2,81+2,79+2,81+2,82+2,82+2,82+2,81+2,80+2,79+2,79+2,79+2,80+2,17+2
241721,/player/241721/rafael-da-conceicao-leao/230002,23.0,2.0,2022-09-26,Rafael Leão,Rafael Alexandre Conceição Leão,"LW, LM",84,90,66500000.0,90000.0,23,1999-06-10,188,81,47.0,Milan,31.0,Serie A,1.0,LW,17.0,,2019-08-01,2024.0,38,Portugal,1354.0,SUB,15.0,Right,4,4,1,Medium/Low,Normal (185+),No,126400000.0,"#Speedster, #Dribbler","Finesse Shot, Flair, Speed Dribbler (AI), Outside Foot Shot, Technical Dribbler (AI)",91.0,77.0,73.0,86.0,27.0,74.0,75,80,63,76,74,89,80,60,63,86,90,92,82,83,80,80,62,77,80,72,60,24,82,74,63,81.0,22,24,21,10,12,15,11,9,,80+2,80+2,80+2,83,82,82,82,83,81+2,81+2,81+2,82+2,72+2,72+2,72+2,82+2,59+2,54+2,54+2,54+2,59+2,55+2,46+2,46+2,46+2,55+2,19+2
242444,/player/242444/joao-felix-sequeira/230002,23.0,2.0,2022-09-26,João Félix,João Félix Sequeira,"CF, ST",84,90,68500000.0,78000.0,22,1999-11-10,181,72,240.0,Atlético Madrid,53.0,La Liga,1.0,LS,7.0,,2019-07-03,2026.0,38,Portugal,1354.0,SUB,23.0,Right,4,5,2,Medium/Medium,Unique,Yes,154100000.0,"#Dribbler, #Acrobat","Injury Prone, Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",83.0,80.0,81.0,88.0,40.0,67.0,77,79,69,83,83,89,83,67,76,88,84,83,88,83,84,80,76,75,62,81,68,40,85,86,68,86.0,30,42,35,13,12,14,13,14,,81+2,81+2,81+2,84,84,84,84,84,85+2,85+2,85+2,83+2,79+2,79+2,79+2,83+2,65+2,63+2,63+2,63+2,65+2,61+2,54+2,54+2,54+2,61+2,21+2
222665,/player/222665/martin-odegaard/230002,23.0,2.0,2022-09-26,M. Ødegaard,Martin Ødegaard,"CAM, CM",84,89,63500000.0,105000.0,23,1998-12-17,178,68,1.0,Arsenal,13.0,Premier League,1.0,CAM,8.0,,2021-08-20,2026.0,36,Norway,1352.0,RCM,10.0,Left,2,5,3,High/Medium,Lean (170-185),Yes,125400000.0,#Playmaker ,"Solid Player, Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",76.0,75.0,86.0,84.0,58.0,63.0,84,75,52,88,76,85,83,85,84,85,78,75,85,74,83,76,46,79,56,77,63,65,79,86,63,78.0,65,49,51,14,15,15,8,10,,75+3,75+3,75+3,82,80,80,80,82,83+3,83+3,83+3,82+3,81+3,81+3,81+3,82+3,72+3,71+3,71+3,71+3,72+3,69+3,61+3,61+3,61+3,69+3,19+3
234396,/player/234396/alphonso-davies/230002,23.0,2.0,2022-09-26,A. Davies,Alphonso Boyle Davies,"LB, LM",84,89,60500000.0,59000.0,21,2000-11-02,185,77,21.0,FC Bayern München,19.0,Bundesliga,1.0,LB,19.0,,2019-01-01,2025.0,70,Canada,111455.0,LW,19.0,Left,4,4,3,High/Low,Unique,Yes,104400000.0,"#Speedster, #Dribbler, #Acrobat","Flair, Speed Dribbler (AI)",94.0,66.0,77.0,85.0,76.0,77.0,85,64,72,82,59,87,72,44,67,84,96,93,86,84,84,74,78,81,75,63,77,78,77,77,60,78.0,76,77,71,11,11,6,5,14,,77+3,77+3,77+3,82,80,80,80,82,80+3,80+3,80+3,82+3,78+3,78+3,78+3,82+3,81+3,78+3,78+3,78+3,81+3,81+3,77+3,77+3,77+3,81+3,18+3
240130,/player/240130/eder-gabriel-militao/230002,23.0,2.0,2022-09-26,Éder Militão,Éder Gabriel Militão,CB,84,89,57500000.0,160000.0,24,1998-01-18,186,78,243.0,Real Madrid,53.0,La Liga,1.0,SUB,3.0,,2019-07-01,2025.0,54,Brazil,,,,Right,3,2,2,Medium/Medium,Lean (170-185),Yes,122200000.0,#Tactician ,"Early Crosser, Long Passer (AI)",86.0,50.0,70.0,72.0,85.0,82.0,69,48,82,79,34,70,60,40,76,74,83,88,70,85,62,62,85,86,79,42,84,86,64,59,60,74.0,85,86,84,11,8,15,12,15,,68+2,68+2,68+2,70,69,69,69,70,69+2,69+2,69+2,73+2,73+2,73+2,73+2,73+2,81+2,81+2,81+2,81+2,81+2,83+2,84+2,84+2,84+2,83+2,20+2
241486,/player/241486/jules-kounde/230002,23.0,2.0,2022-09-26,J. Koundé,Jules Koundé,"CB, RB",84,89,57500000.0,150000.0,23,1998-11-12,181,75,241.0,FC Barcelona,53.0,La Liga,1.0,RB,23.0,,2022-07-28,2027.0,18,France,1335.0,SUB,5.0,Right,3,2,2,High/High,Normal (170-185),No,122200000.0,#Tactician ,Dives Into Tackles (AI),84.0,45.0,64.0,74.0,85.0,78.0,45,47,80,81,32,72,42,26,75,74,85,83,71,85,74,48,88,76,80,40,75,86,47,62,43,82.0,85,85,83,11,10,8,14,13,,64+2,64+2,64+2,66,66,66,66,66,69+2,69+2,69+2,69+2,72+2,72+2,72+2,69+2,77+2,80+2,80+2,80+2,77+2,79+2,83+2,83+2,83+2,79+2,20+2
233049,/player/233049/jadon-sancho/230002,23.0,2.0,2022-09-26,J. Sancho,Jadon Sancho,"LW, RW, LM",84,88,61500000.0,155000.0,22,2000-03-25,180,76,11.0,Manchester United,13.0,Premier League,1.0,LM,25.0,,2021-07-23,2026.0,14,England,1318.0,SUB,17.0,Right,3,5,3,High/Medium,Unique,Yes,121500000.0,"#Dribbler, #Acrobat","Finesse Shot, Flair, Playmaker (AI), Technical Dribbler (AI)",81.0,74.0,81.0,89.0,36.0,59.0,80,77,38,86,83,91,84,65,70,88,84,78,90,81,89,71,51,66,62,65,44,39,81,85,74,85.0,32,39,32,7,11,10,11,13,,75+3,75+3,75+3,83,82,82,82,83,83+3,83+3,83+3,83+3,77+3,77+3,77+3,83+3,64+3,60+3,60+3,60+3,64+3,58+3,47+3,47+3,47+3,58+3,18+3
238074,/player/238074/reece-james/230002,23.0,2.0,2022-09-26,R. James,Reece James,"RWB, RB",84,88,57000000.0,120000.0,22,1999-12-08,178,87,5.0,Chelsea,13.0,Premier League,1.0,RWB,24.0,,2017-03-03,2025.0,14,England,1318.0,SUB,3.0,Right,3,3,2,High/Medium,Stocky (170-185),Yes,109700000.0,#Crosser,Early Crosser,81.0,70.0,82.0,82.0,80.0,82.0,88,66,71,82,62,83,82,76,78,81,79,83,75,81,88,83,75,83,85,69,74,78,77,80,52,82.0,81,83,79,8,12,7,13,11,,77+2,77+2,77+2,79,79,79,79,79,79+2,79+2,79+2,81+2,80+2,80+2,80+2,81+2,82+2,80+2,80+2,80+2,82+2,81+2,80+2,80+2,80+2,81+2,19+2
241852,/player/241852/moussa-diaby/230002,23.0,2.0,2022-09-26,M. Diaby,Moussa Diaby,"RM, LM, LW",84,88,61500000.0,70000.0,22,1999-07-07,171,67,32.0,Bayer 04 Leverkusen,19.0,Bundesliga,1.0,RM,19.0,,2019-07-01,2025.0,18,France,,,,Left,3,4,2,High/Low,Normal (170-185),Yes,109200000.0,"#Speedster, #Dribbler, #Acrobat","Speed Dribbler (AI), Technical Dribbler (AI)",93.0,73.0,75.0,87.0,42.0,59.0,76,80,28,80,67,88,71,42,73,85,95,92,92,76,93,73,62,82,44,64,67,48,79,77,50,75.0,48,35,46,8,9,8,8,14,,73+2,73+2,73+2,83,80,80,80,83,81+2,81+2,81+2,82+2,75+2,75+2,75+2,82+2,68+2,63+2,63+2,63+2,68+2,63+2,50+2,50+2,50+2,63+2,17+2
228251,/player/228251/lorenzo-pellegrini/230002,23.0,2.0,2022-09-26,L. Pellegrini,Lorenzo Pellegrini,"CAM, CM",84,87,55000000.0,95000.0,26,1996-06-19,186,77,52.0,Roma,31.0,Serie A,1.0,RCM,7.0,,2017-07-01,2026.0,27,Italy,1343.0,SUB,7.0,Right,4,3,2,High/High,Lean (185+),Yes,97600000.0,"#Playmaker, #Engine, #Complete Midfielder","Leadership, Finesse Shot, Playmaker (AI), Outside Foot Shot, Team Player",79.0,77.0,83.0,84.0,74.0,78.0,74,77,74,88,74,82,74,79,85,87,79,79,80,85,82,79,70,90,74,76,74,72,80,87,82,84.0,73,76,73,12,7,10,13,11,,80+2,80+2,80+2,82,82,82,82,82,84+2,84+2,84+2,83+2,84+2,84+2,84+2,83+2,79+2,80+2,80+2,80+2,79+2,78+2,76+2,76+2,76+2,78+2,19+2
233064,/player/233064/mason-mount/230002,23.0,2.0,2022-09-26,M. Mount,Mason Mount,"CAM, RW",84,87,57500000.0,130000.0,23,1999-01-10,180,74,5.0,Chelsea,13.0,Premier League,1.0,RW,19.0,,2016-01-10,2024.0,14,England,1318.0,CAM,19.0,Right,4,3,3,High/High,Lean (170-185),Yes,110700000.0,#Engine,"Long Shot Taker (AI), Technical Dribbler (AI)",74.0,81.0,85.0,82.0,55.0,67.0,83,81,59,87,75,82,82,84,84,85,76,72,77,84,76,81,54,86,58,83,68,59,82,83,69,84.0,55,57,41,11,12,13,8,12,,78+3,78+3,78+3,82,82,82,82,82,83+3,83+3,83+3,82+3,82+3,82+3,82+3,82+3,71+3,71+3,71+3,71+3,71+3,68+3,61+3,61+3,61+3,68+3,19+3
234378,/player/234378/declan-rice/230002,23.0,2.0,2022-09-26,D. Rice,Declan Rice,CDM,84,87,52000000.0,83000.0,23,1999-01-14,185,80,19.0,West Ham United,13.0,Premier League,1.0,LDM,41.0,,2016-06-29,2024.0,14,England,1318.0,LCM,4.0,Right,3,2,1,Medium/High,Normal (185+),Yes,102700000.0,,"Leadership, Long Passer (AI)",71.0,64.0,74.0,76.0,82.0,83.0,55,61,72,83,50,78,58,58,84,79,68,74,55,81,67,74,74,90,79,65,84,85,58,79,71,83.0,82,84,80,8,11,14,5,9,,70+2,70+2,70+2,71,73,73,73,71,75+2,75+2,75+2,74+2,79+2,79+2,79+2,74+2,78+2,83+2,83+2,83+2,78+2,79+2,81+2,81+2,81+2,79+2,17+2
235212,/player/235212/achraf-hakimi/230002,23.0,2.0,2022-09-26,A. Hakimi,Achraf Hakimi Mouh,"RB, RWB",84,87,53500000.0,90000.0,23,1998-11-04,181,73,73.0,Paris Saint Germain,16.0,Ligue 1,1.0,RWB,2.0,,2021-07-06,2026.0,129,Morocco,111111.0,RB,2.0,Right,4,4,2,High/Medium,Lean (170-185),Yes,103000000.0,#Speedster,"Solid Player, Speed Dribbler (AI), Outside Foot Shot",92.0,75.0,79.0,80.0,75.0,78.0,84,75,68,81,74,79,77,74,73,82,91,93,82,81,78,80,79,92,72,73,75,78,78,77,60,72.0,75,76,76,10,8,14,6,8,,78+2,78+2,78+2,81,80,80,80,81,80+2,80+2,80+2,82+2,79+2,79+2,79+2,82+2,82+2,78+2,78+2,78+2,82+2,81+2,76+2,76+2,76+2,81+2,16+2
241084,/player/241084/luis-diaz/230002,23.0,2.0,2022-09-26,L. Díaz,Luis Fernando Díaz Marulanda,"LW, LM",84,87,56000000.0,155000.0,25,1997-01-13,180,73,9.0,Liverpool,13.0,Premier League,1.0,LW,23.0,,2022-01-31,2027.0,56,Colombia,,,,Right,4,4,1,High/Medium,Lean (170-185),Yes,107800000.0,"#Speedster, #Dribbler, #Acrobat","Flair, Long Shot Taker (AI), Technical Dribbler (AI)",91.0,80.0,75.0,87.0,34.0,73.0,76,80,62,76,74,89,75,58,71,87,92,91,88,83,75,84,73,84,69,82,70,25,81,77,63,83.0,28,38,34,10,13,13,14,14,,81+2,81+2,81+2,84,83,83,83,84,82+2,82+2,82+2,83+2,75+2,75+2,75+2,83+2,63+2,59+2,59+2,59+2,63+2,59+2,50+2,50+2,50+2,59+2,20+2
216393,/player/216393/youri-tielemans/230002,23.0,2.0,2022-09-26,Y. Tielemans,Youri Tielemans,"CM, CDM",84,86,52500000.0,115000.0,25,1997-05-07,176,72,95.0,Leicester City,13.0,Championship,1.0,RCM,8.0,,2019-07-08,2023.0,7,Belgium,1325.0,LCM,8.0,Right,5,4,2,Medium/Medium,Normal (170-185),Yes,103700000.0,"#Playmaker, #Distance Shooter, #Complete Midfielder","Solid Player, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI)",56.0,80.0,86.0,81.0,70.0,73.0,82,74,67,89,79,81,84,78,88,85,58,54,67,84,77,87,68,85,69,87,69,71,80,87,77,85.0,69,73,68,6,8,10,14,12,,77+2,77+2,77+2,79,80,80,80,79,82+2,82+2,82+2,80+2,84+2,84+2,84+2,80+2,76+2,79+2,79+2,79+2,76+2,74+2,72+2,72+2,72+2,74+2,18+2
220814,/player/220814/lucas-hernandez/230002,23.0,2.0,2022-09-26,L. Hernández,Lucas François Bernard Hernández Pi,"CB, LB",84,86,46000000.0,82000.0,26,1996-02-14,184,79,21.0,FC Bayern München,19.0,Bundesliga,1.0,SUB,21.0,,2019-07-01,2024.0,18,France,1335.0,LCB,21.0,Left,2,2,3,Medium/Medium,Unique,Yes,79400000.0,,"Injury Prone, Dives Into Tackles (AI)",77.0,54.0,70.0,71.0,84.0,80.0,78,53,82,77,46,65,59,39,63,76,77,77,70,85,72,62,86,76,78,51,90,83,62,63,42,77.0,85,85,83,10,7,8,14,10,,68+3,68+3,68+3,70,68,68,68,70,69+3,69+3,69+3,71+3,71+3,71+3,71+3,71+3,80+3,79+3,79+3,79+3,80+3,81+3,83+3,83+3,83+3,81+3,18+3
226790,/player/226790/wilfred-ndidi/230002,23.0,2.0,2022-09-26,W. Ndidi,Onyinye Wilfred Ndidi,"CDM, CM",84,86,47500000.0,105000.0,25,1996-12-16,183,74,95.0,Leicester City,13.0,Championship,1.0,CDM,25.0,,2017-01-05,2024.0,133,Nigeria,,,,Right,4,3,1,Medium/High,Lean (170-185),Yes,93800000.0,#Tactician ,Long Shot Taker (AI),66.0,62.0,68.0,73.0,85.0,83.0,53,50,70,78,68,72,60,60,75,77,64,68,63,87,66,80,89,89,78,69,88,88,64,62,57,80.0,86,88,84,13,14,7,7,13,,69+2,69+2,69+2,68,70,70,70,68,70+2,70+2,70+2,70+2,76+2,76+2,76+2,70+2,79+2,82+2,82+2,82+2,79+2,79+2,83+2,83+2,83+2,79+2,20+2
230142,/player/230142/mikel-oyarzabal-ugarte/230002,23.0,2.0,2022-09-26,Oyarzabal,Mikel Oyarzabal Ugarte,"LW, RW",84,86,53000000.0,57000.0,25,1997-04-21,181,79,457.0,Real Sociedad,53.0,La Liga,1.0,SUB,10.0,,2014-07-01,2024.0,45,Spain,1362.0,LW,21.0,Left,3,3,2,High/Medium,Lean (170-185),Yes,115300000.0,,"Leadership, Finesse Shot, Outside Foot Shot, Technical Dribbler (AI)",79.0,83.0,80.0,83.0,41.0,62.0,81,85,60,82,74,84,77,78,73,85,80,78,79,80,80,80,72,79,57,81,52,29,85,82,84,83.0,55,32,30,10,6,10,13,11,,79+2,79+2,79+2,83,82,82,82,83,82+2,82+2,82+2,82+2,76+2,76+2,76+2,82+2,63+2,60+2,60+2,60+2,63+2,59+2,50+2,50+2,50+2,59+2,18+2
230938,/player/230938/franck-yannick-kessie/230002,23.0,2.0,2022-09-26,F. Kessié,Franck Yannick Kessié,"CDM, CM",84,86,47500000.0,165000.0,25,1996-12-19,183,88,241.0,FC Barcelona,53.0,La Liga,1.0,SUB,19.0,,2022-07-04,2026.0,108,Côte d'Ivoire,,,,Right,4,3,3,High/High,Normal (170-185),Yes,100900000.0,"#Engine, #Strength","Solid Player, Team Player",78.0,76.0,74.0,79.0,82.0,87.0,66,73,68,83,60,78,61,54,75,84,77,79,70,81,77,84,72,93,86,78,84,84,74,76,88,84.0,85,84,78,9,11,12,12,10,,77+3,77+3,77+3,77,78,78,78,77,79+3,79+3,79+3,78+3,80+3,80+3,80+3,78+3,81+3,83+3,83+3,83+3,81+3,81+3,81+3,81+3,81+3,81+3,18+3
